[16, 1375] ['整租·翠成馨园B区 2室2厅 南', '朝阳-垡头-翠成馨园B区', 92.0, 2, 6700, 6700]
[2958, 12128] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12135] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12172] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12179] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12216] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12283] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12320] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12477] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12544] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12581] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12678] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12715] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12752] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12819] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12886] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 12893] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13020] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13057] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13064] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13101] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13108] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13115] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13152] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13189] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13556] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13623] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13630] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13667] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13674] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13681] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13688] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13755] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13792] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 13859] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14046] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14143] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14150] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14157] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14194] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14411] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14478] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14485] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2958, 14492] ['整租·禾风仕家 3室1厅 东南', '东城-金宝街-禾风仕家', 80.43, 3, 24000, 24000]
[2959, 3056] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3062] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3218] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3224] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3410] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3416] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3752] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3818] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3854] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3890] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3956] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 3992] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4028] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4064] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4070] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4256] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4262] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4298] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4334] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4340] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4346] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4352] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4358] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4634] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4970] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 4976] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5012] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5168] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5204] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5390] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5396] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5492] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5528] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5564] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5570] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5576] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5612] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5828] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5864] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5930] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5936] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 5942] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6128] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6254] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6380] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6446] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6602] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6638] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 6704] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7010] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7046] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7052] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7058] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7064] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7070] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7076] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7112] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7298] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7454] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7460] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7466] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7562] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7568] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7724] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7760] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7796] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 7952] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8018] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8054] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8150] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8216] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8282] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8318] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8384] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8390] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8426] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8462] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8588] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8594] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8780] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8906] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8942] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8948] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 8954] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9080] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9146] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9212] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9248] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9284] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9320] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9326] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9422] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9488] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9494] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9500] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9596] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9782] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9848] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9914] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9950] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 9986] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10082] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10358] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10424] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10460] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10466] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10472] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10568] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10634] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10670] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10736] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10772] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10778] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10844] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10850] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10916] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 10982] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11048] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11264] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11450] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11726] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11732] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11888] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11894] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11900] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 11906] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12002] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12008] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12044] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12050] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12086] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12152] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12188] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12344] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12410] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12446] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12542] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12578] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12614] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12680] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12746] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12752] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12878] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12914] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12920] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
[2959, 12956] ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, 2, 6800, 6800]
