[6, 1372] ['整租·凤凰印象 1室1厅 西南', '罗湖区-螺岭-凤凰印象', '43.72', '1', 3900, 3900]
[10535, 28651] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 28658] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 28665] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 29356] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 29363] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 29370] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 29377] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10535, 29384] ['整租·雅丽阁 1室0厅 南', '南山区-西丽-雅丽阁', '32.68', '1', 2680, 2680]
[10536, 28168] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28174] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28180] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28186] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28192] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28198] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28204] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28210] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28216] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28222] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28228] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28234] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28240] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28246] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28252] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28258] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28264] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28270] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28276] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28282] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28288] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28294] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28300] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28306] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28312] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28318] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28324] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28330] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28336] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28342] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28348] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28354] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28360] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28366] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28372] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28378] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28384] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28390] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28396] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28402] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28408] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28414] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28420] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28426] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28432] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28438] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28444] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28450] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28456] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28462] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28468] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28474] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28480] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28486] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28492] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28498] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28504] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28510] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28516] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28522] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28528] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28534] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28540] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28546] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28552] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28558] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28564] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28570] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28576] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28582] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28588] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 28594] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 29284] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 29290] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 29296] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 29302] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10536, 29308] ['整租·金地龙城中央三期 2室1厅 东南/南', '龙岗区-龙岗中心城-金地龙城中央三期', '62.10', '2', 2800, 2800]
[10537, 28168] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28173] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28178] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28183] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28188] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28193] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28198] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28203] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28208] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28213] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28218] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28223] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28228] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28233] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28238] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28243] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28248] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28253] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28258] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28263] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28268] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28273] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28278] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28283] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28288] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28293] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28298] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28303] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28308] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28313] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28318] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28323] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28328] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28333] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28338] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28343] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28348] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28353] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28358] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28363] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28368] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28373] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28378] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28383] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28388] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28393] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28398] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28403] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28408] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28413] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28418] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28423] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28428] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28433] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28438] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28443] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28448] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28453] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28458] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28463] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28468] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28473] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28478] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28483] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28488] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28493] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28498] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28503] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28508] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28513] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28518] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 28523] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 29212] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 29217] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 29222] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 29227] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10537, 29232] ['整租·龙光玖钻 2室1厅 东南', '龙华区-红山-龙光玖钻', '61.00', '2', 4600, 4600]
[10538, 28168] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28172] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28176] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28180] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28184] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28188] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28192] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28196] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28200] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28204] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28208] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28212] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28216] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28220] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28224] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28228] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28232] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28236] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28240] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28244] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28248] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28252] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28256] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28260] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28264] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28268] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28272] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28276] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28280] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28284] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28288] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28292] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28296] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28300] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28304] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28308] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28312] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28316] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28320] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28324] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
[10538, 28328] ['整租·凤凰公馆 2室1厅 东南', '坪山区-坪山-凤凰公馆', '64.00', '2', 3000, 3000]
