[2, 1627] ['整租·时代领峯 3室2厅 南/北', '包河-淝河镇-时代领峯', '96.26', '3', 2700, 2700]
[9254, 9356] ['整租·中海财富广场 7室2厅 南', '滨湖新区-环湖CBD-中海财富广场', '173.77', '7', 8600, 8600]
[9255, 9288] ['整租·招商雍华府 2室1厅 南', '滨湖新区-方兴-招商雍华府', '49.00', '2', 1650, 1650]
[9255, 9355] ['整租·招商雍华府 2室1厅 南', '滨湖新区-方兴-招商雍华府', '49.00', '2', 1650, 1650]
[9256, 9288] ['整租·保利海上五月花 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花', '94.00', '3', 2700, 2700]
[9256, 9354] ['整租·保利海上五月花 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花', '94.00', '3', 2700, 2700]
[9257, 9288] ['整租·滨湖金茂悦 3室2厅 南', '滨湖新区-方兴-滨湖金茂悦', '98.00', '3', 3000, 3000]
[9257, 9353] ['整租·滨湖金茂悦 3室2厅 南', '滨湖新区-方兴-滨湖金茂悦', '98.00', '3', 3000, 3000]
[9257, 9627] ['整租·滨湖金茂悦 3室2厅 南', '滨湖新区-方兴-滨湖金茂悦', '98.00', '3', 3000, 3000]
[9258, 9288] ['整租·滨湖品阁 2室2厅 南', '滨湖新区-滨湖世纪-滨湖品阁', '72.84', '2', 2200, 2200]
[9258, 9352] ['整租·滨湖品阁 2室2厅 南', '滨湖新区-滨湖世纪-滨湖品阁', '72.84', '2', 2200, 2200]
[9259, 9288] ['整租·滨湖明珠东区 4室2厅 南/北', '滨湖新区-滨湖世纪-滨湖明珠东区', '143.64', '4', 4500, 4500]
[9259, 9351] ['整租·滨湖明珠东区 4室2厅 南/北', '滨湖新区-滨湖世纪-滨湖明珠东区', '143.64', '4', 4500, 4500]
[9260, 9288] ['整租·保利海上五月花B区 3室1厅 南/北', '滨湖新区-环湖CBD-保利海上五月花B区', '95.39', '3', 2500, 2500]
[9260, 9350] ['整租·保利海上五月花B区 3室1厅 南/北', '滨湖新区-环湖CBD-保利海上五月花B区', '95.39', '3', 2500, 2500]
[9261, 9288] ['整租·滨湖世纪城临滨苑 2室1厅 西北', '滨湖新区-滨湖世纪-滨湖世纪城临滨苑', '93.08', '2', 2500, 2500]
[9261, 9349] ['整租·滨湖世纪城临滨苑 2室1厅 西北', '滨湖新区-滨湖世纪-滨湖世纪城临滨苑', '93.08', '2', 2500, 2500]
[9262, 9288] ['整租·蓝鼎观湖苑 3室2厅 南', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '111.13', '3', 2500, 2500]
[9262, 9348] ['整租·蓝鼎观湖苑 3室2厅 南', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '111.13', '3', 2500, 2500]
[9263, 9288] ['整租·万科蓝山一期 3室2厅 南', '滨湖新区-方兴-万科蓝山一期', '93.08', '3', 2600, 2600]
[9263, 9347] ['整租·万科蓝山一期 3室2厅 南', '滨湖新区-方兴-万科蓝山一期', '93.08', '3', 2600, 2600]
[9264, 9288] ['整租·融创·融园 1室0厅 西', '滨湖新区-环湖CBD-融创·融园', '150.00', '1', 8000, 8000]
[9264, 9346] ['整租·融创·融园 1室0厅 西', '滨湖新区-环湖CBD-融创·融园', '150.00', '1', 8000, 8000]
[9265, 9288] ['整租·碧桂园中堂 3室2厅 南', '滨湖新区-方兴-碧桂园中堂', '103.52', '3', 2600, 2600]
[9265, 9345] ['整租·碧桂园中堂 3室2厅 南', '滨湖新区-方兴-碧桂园中堂', '103.52', '3', 2600, 2600]
[9266, 9288] ['整租·蓝山CBD 4室2厅 南', '滨湖新区-方兴-蓝山CBD', '163.00', '4', 8150, 8150]
[9266, 9344] ['整租·蓝山CBD 4室2厅 南', '滨湖新区-方兴-蓝山CBD', '163.00', '4', 8150, 8150]
[9267, 9288] ['整租·蓝鼎滨湖假日清华园 2室1厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日清华园', '87.77', '2', 3000, 3000]
[9267, 9343] ['整租·蓝鼎滨湖假日清华园 2室1厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日清华园', '87.77', '2', 3000, 3000]
[9268, 9288] ['整租·高速滨湖时代广场 3室2厅 南/北', '滨湖新区-烟墩-高速滨湖时代广场', '143.00', '3', 4800, 4800]
[9268, 9342] ['整租·高速滨湖时代广场 3室2厅 南/北', '滨湖新区-烟墩-高速滨湖时代广场', '143.00', '3', 4800, 4800]
[9269, 9288] ['整租·招商雍华府 2室1厅 北', '滨湖新区-方兴-招商雍华府', '48.60', '2', 2000, 2000]
[9269, 9341] ['整租·招商雍华府 2室1厅 北', '滨湖新区-方兴-招商雍华府', '48.60', '2', 2000, 2000]
[9270, 9288] ['整租·万科蓝山一期 4室2厅 南', '滨湖新区-方兴-万科蓝山一期', '91.64', '4', 3000, 3000]
[9270, 9340] ['整租·万科蓝山一期 4室2厅 南', '滨湖新区-方兴-万科蓝山一期', '91.64', '4', 3000, 3000]
[9271, 9288] ['整租·公元天下 3室2厅 南/北', '滨湖新区-烟墩-公元天下', '98.00', '3', 2000, 2000]
[9271, 9339] ['整租·公元天下 3室2厅 南/北', '滨湖新区-烟墩-公元天下', '98.00', '3', 2000, 2000]
[9272, 9288] ['整租·高速时代公馆 3室2厅 南', '滨湖新区-烟墩-高速时代公馆', '90.00', '3', 3000, 3000]
[9272, 9338] ['整租·高速时代公馆 3室2厅 南', '滨湖新区-烟墩-高速时代公馆', '90.00', '3', 3000, 3000]
[9273, 9288] ['整租·合肥金融港 3室0厅 南', '滨湖新区-滨湖世纪-合肥金融港', '160.00', '3', 11000, 11000]
[9273, 9337] ['整租·合肥金融港 3室0厅 南', '滨湖新区-滨湖世纪-合肥金融港', '160.00', '3', 11000, 11000]
[9274, 9288] ['整租·万科时代之光 4室2厅 南', '滨湖新区-方兴-万科时代之光', '142.00', '4', 4800, 4800]
[9274, 9336] ['整租·万科时代之光 4室2厅 南', '滨湖新区-方兴-万科时代之光', '142.00', '4', 4800, 4800]
[9275, 9288] ['整租·保利海上五月花B区 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花B区', '91.32', '3', 2800, 2800]
[9275, 9335] ['整租·保利海上五月花B区 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花B区', '91.32', '3', 2800, 2800]
[9276, 9288] ['整租·万达银座 1室1厅 南/西南', '滨湖新区-环湖CBD-万达银座', '65.59', '1', 1901, 1901]
[9276, 9334] ['整租·万达银座 1室1厅 南/西南', '滨湖新区-环湖CBD-万达银座', '65.59', '1', 1901, 1901]
[9277, 9288] ['整租·保利海上五月花B区 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花B区', '95.39', '3', 2500, 2500]
[9277, 9333] ['整租·保利海上五月花B区 3室2厅 南', '滨湖新区-环湖CBD-保利海上五月花B区', '95.39', '3', 2500, 2500]
[9278, 9288] ['整租·文一豪门金地 3室2厅 南', '滨湖新区-烟墩-文一豪门金地', '140.00', '3', 4500, 4500]
[9278, 9332] ['整租·文一豪门金地 3室2厅 南', '滨湖新区-烟墩-文一豪门金地', '140.00', '3', 4500, 4500]
[9279, 9288] ['整租·万达未来塔 1室1厅 南', '滨湖新区-环湖CBD-万达未来塔', '200.00', '1', 10000, 10000]
[9280, 9288] ['整租·高速时代城一期 2室2厅 南', '滨湖新区-方兴-高速时代城一期', '82.32', '2', 2300, 2300]
[9281, 9288] ['整租·文一塘溪津门 2室1厅 南', '滨湖新区-烟墩-文一塘溪津门', '149.00', '2', 2500, 2500]
[9281, 9350] ['整租·文一塘溪津门 2室1厅 南', '滨湖新区-烟墩-文一塘溪津门', '149.00', '2', 2500, 2500]
[9282, 9288] ['整租·万达银座 1室1厅 西', '滨湖新区-环湖CBD-万达银座', '55.00', '1', 1200, 1200]
[9282, 9349] ['整租·万达银座 1室1厅 西', '滨湖新区-环湖CBD-万达银座', '55.00', '1', 1200, 1200]
[9283, 9288] ['整租·云谷名庭 3室2厅 南', '滨湖新区-烟墩-云谷名庭', '97.23', '3', 2400, 2400]
[9283, 9348] ['整租·云谷名庭 3室2厅 南', '滨湖新区-烟墩-云谷名庭', '97.23', '3', 2400, 2400]
[9286, 9346] ['整租·佳源巴黎都市(四期) 3室2厅 南', '滨湖新区-方兴-佳源巴黎都市(四期)', '101.00', '3', 2500, 2500]
[9287, 9346] ['整租·高速时代广场公寓 2室1厅 复式 南', '滨湖新区-烟墩-高速时代广场公寓', '82.00', '2', 2100, 2100]
[9288, 9346] ['整租·蓝鼎观湖苑 2室1厅 南', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '88.18', '2', 2600, 2600]
[9289, 9346] ['整租·中海财富广场 1室0厅 南', '滨湖新区-环湖CBD-中海财富广场', '345.00', '1', 16560, 16560]
[9290, 9346] ['整租·滨湖世纪城临滨苑 2室1厅 南', '滨湖新区-滨湖世纪-滨湖世纪城临滨苑', '96.00', '2', 3400, 3400]
[9291, 9346] ['整租·万达揽湖苑 1室0厅 东/南', '滨湖新区-环湖CBD-万达揽湖苑', '282.00', '1', 14999, 14999]
[9292, 9346] ['整租·滨湖世纪城徽昌苑 2室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城徽昌苑', '90.00', '2', 2080, 2080]
[9293, 9346] ['整租·滨湖明珠西区 3室2厅 南', '滨湖新区-滨湖世纪-滨湖明珠西区', '127.62', '3', 3000, 3000]
[9294, 9346] ['整租·文一名门湖语 4室2厅 南/北', '滨湖新区-方兴-文一名门湖语', '131.00', '4', 3500, 3500]
[9295, 9346] ['整租·荣盛华府 3室2厅 南/北', '滨湖新区-烟墩-荣盛华府', '122.00', '3', 900, 900]
[9296, 9346] ['整租·金鹏壹品天成 3室2厅 南', '滨湖新区-烟墩-金鹏壹品天成', '103.74', '3', 2300, 2300]
[9297, 9346] ['整租·新城滨湖云境 4室2厅 南/北', '滨湖新区-烟墩-新城滨湖云境', '127.29', '4', 2000, 2000]
[9298, 9346] ['整租·公元天下 3室2厅 南', '滨湖新区-烟墩-公元天下', '97.00', '3', 1200, 1200]
[9299, 9346] ['整租·华冶水晶公馆 2室1厅 南', '滨湖新区-烟墩-华冶水晶公馆', '94.00', '2', 1900, 1900]
[9300, 9346] ['整租·文一名门湖语 4室2厅 南/北', '滨湖新区-方兴-文一名门湖语', '109.90', '4', 2300, 2300]
[9301, 9346] ['整租·中海滨湖公馆 3室2厅 南', '滨湖新区-环湖CBD-中海滨湖公馆', '98.70', '3', 2200, 2200]
[9301, 9519] ['整租·中海滨湖公馆 3室2厅 南', '滨湖新区-环湖CBD-中海滨湖公馆', '98.70', '3', 2200, 2200]
[9302, 9346] ['整租·蓝鼎滨湖假日枫丹园 1室0厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日枫丹园', '190.00', '1', 11000, 11000]
[9303, 9346] ['整租·蓝鼎滨湖假日清华园 1室0厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日清华园', '75.00', '1', 7500, 7500]
[9304, 9346] ['整租·滨湖世纪城徽杰苑 3室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城徽杰苑', '106.21', '3', 2800, 2800]
[9305, 9346] ['整租·徽盐世纪广场 3室2厅 南', '滨湖新区-方兴-徽盐世纪广场', '100.00', '3', 3300, 3300]
[9306, 9346] ['整租·万科蓝山二期 3室2厅 南/西北', '滨湖新区-方兴-万科蓝山二期', '111.27', '3', 3100, 3100]
[9317, 9391] ['整租·文一名门湖语 4室2厅 南', '滨湖新区-方兴-文一名门湖语', '140.00', '4', 3000, 3000]
[9318, 9391] ['整租·琥珀瑞安家园 2室2厅 南', '滨湖新区-方兴-琥珀瑞安家园', '88.94', '2', 3200, 3200]
[9319, 9391] ['整租·融创·融园 4室2厅 南', '滨湖新区-环湖CBD-融创·融园', '181.18', '4', 3499, 3499]
[9320, 9391] ['整租·滨湖世纪城临滨苑 1室1厅 南', '滨湖新区-滨湖世纪-滨湖世纪城临滨苑', '84.19', '1', 2800, 2800]
[9321, 9391] ['整租·东方蓝海五期 5室2厅 南/北', '滨湖新区-环湖CBD-东方蓝海五期', '330.00', '5', 20000, 20000]
[9519, 9531] ['整租·滨湖宝文中心 1室1厅 南', '滨湖新区-环湖CBD-滨湖宝文中心', '40.00', '1', 1600, 1600]
[9521, 9531] ['整租·华润昆仑御 1室1厅 南', '滨湖新区-烟墩-华润昆仑御', '53.00', '1', 8000, 8000]
[9524, 9526] ['整租·招商雍华府 2室1厅 南', '滨湖新区-方兴-招商雍华府', '48.00', '2', 2500, 2500]
[9538, 9548] ['整租·滨湖宝文中心 1室1厅 南', '滨湖新区-环湖CBD-滨湖宝文中心', '49.84', '1', 1800, 1800]
[9542, 9548] ['整租·旭辉御府 2室2厅 南', '滨湖新区-烟墩-旭辉御府', '83.27', '2', 1800, 1800]
[9543, 9547] ['整租·宝能城一期 2室1厅 南', '滨湖新区-环湖CBD-宝能城一期', '82.00', '2', 3000, 3000]
[9549, 9571] ['整租·蓝鼎滨湖假日枫丹园 2室1厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日枫丹园', '88.00', '2', 1900, 1900]
[9556, 9573] ['整租·文一塘溪津门 4室2厅 南', '滨湖新区-烟墩-文一塘溪津门', '154.00', '4', 2000, 2000]
[9557, 9621] ['整租·万达临湖苑E区 2室1厅 南', '滨湖新区-环湖CBD-万达临湖苑E区', '78.96', '2', 1800, 1800]
[9561, 9589] ['整租·滨湖文华阁 1室1厅 南', '滨湖新区-滨湖世纪-滨湖文华阁', '45.00', '1', 1600, 1600]
[9564, 9575] ['整租·保利海上五月花B区 3室2厅 南/北', '滨湖新区-环湖CBD-保利海上五月花B区', '93.75', '3', 2501, 2501]
[9567, 9589] ['整租·滨湖世纪城振徽苑 3室1厅 南', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '96.08', '3', 2600, 2600]
[9568, 9588] ['整租·滨湖世纪城振徽苑 1室1厅 南', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '54.00', '1', 1700, 1700]
[9568, 9692] ['整租·滨湖世纪城振徽苑 1室1厅 南', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '54.00', '1', 1700, 1700]
[9588, 9644] ['整租·滨湖世纪城临滨苑 2室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城临滨苑', '93.73', '2', 2300, 2300]
[9589, 9640] ['整租·蓝鼎观湖苑 3室2厅 南/北', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '112.52', '3', 2400, 2400]
[9589, 9645] ['整租·蓝鼎观湖苑 3室2厅 南/北', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '112.52', '3', 2400, 2400]
[9590, 9639] ['整租·万科时代之光 3室2厅 南', '滨湖新区-方兴-万科时代之光', '115.79', '3', 3800, 3800]
[9590, 9644] ['整租·万科时代之光 3室2厅 南', '滨湖新区-方兴-万科时代之光', '115.79', '3', 3800, 3800]
[9594, 9618] ['整租·滨湖世纪城振徽苑 3室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '151.45', '3', 3800, 3800]
[9594, 9652] ['整租·滨湖世纪城振徽苑 3室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '151.45', '3', 3800, 3800]
[9596, 9630] ['整租·滨湖金茂悦 3室2厅 南', '滨湖新区-方兴-滨湖金茂悦', '98.29', '3', 2800, 2800]
[9597, 9637] ['整租·中铁滨湖名邸 2室2厅 南', '滨湖新区-烟墩-中铁滨湖名邸', '94.26', '2', 1900, 1900]
[9598, 9637] ['整租·万象公馆南区 3室2厅 东南/南', '滨湖新区-烟墩-万象公馆南区', '126.70', '3', 2500, 2500]
[9598, 9649] ['整租·万象公馆南区 3室2厅 东南/南', '滨湖新区-烟墩-万象公馆南区', '126.70', '3', 2500, 2500]
[9599, 9626] ['整租·滨湖新地城 2室1厅 东', '滨湖新区-滨湖世纪-滨湖新地城', '78.00', '2', 2000, 2000]
[9600, 9635] ['整租·滨湖世纪城振徽苑 3室2厅 南/北', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '96.00', '3', 2800, 2800]
[9600, 9637] ['整租·滨湖世纪城振徽苑 3室2厅 南/北', '滨湖新区-滨湖世纪-滨湖世纪城振徽苑', '96.00', '3', 2800, 2800]
[9601, 9636] ['整租·佳源巴黎都市(四期) 3室2厅 南', '滨湖新区-方兴-佳源巴黎都市(四期)', '110.00', '3', 2300, 2300]
[9602, 9620] ['整租·佳源巴黎都市(四期) 3室2厅 南', '滨湖新区-方兴-佳源巴黎都市(四期)', '96.00', '3', 2300, 2300]
[9602, 9649] ['整租·佳源巴黎都市(四期) 3室2厅 南', '滨湖新区-方兴-佳源巴黎都市(四期)', '96.00', '3', 2300, 2300]
[9603, 9620] ['整租·万象公馆北区 3室2厅 南', '滨湖新区-烟墩-万象公馆北区', '90.93', '3', 2000, 2000]
[9604, 9620] ['整租·滨湖世纪城徽昌苑 2室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城徽昌苑', '90.90', '2', 2200, 2200]
[9609, 9621] ['整租·旭辉御府 3室2厅 南', '滨湖新区-烟墩-旭辉御府', '95.04', '3', 3000, 3000]
[9609, 9643] ['整租·旭辉御府 3室2厅 南', '滨湖新区-烟墩-旭辉御府', '95.04', '3', 3000, 3000]
[9610, 9621] ['整租·宝能城一期 1室1厅 南', '滨湖新区-环湖CBD-宝能城一期', '53.00', '1', 2000, 2000]
[9610, 9641] ['整租·宝能城一期 1室1厅 南', '滨湖新区-环湖CBD-宝能城一期', '53.00', '1', 2000, 2000]
[9612, 9628] ['整租·高速时代广场公寓 2室2厅 南', '滨湖新区-烟墩-高速时代广场公寓', '90.00', '2', 2300, 2300]
[9612, 9638] ['整租·高速时代广场公寓 2室2厅 南', '滨湖新区-烟墩-高速时代广场公寓', '90.00', '2', 2300, 2300]
[9613, 9628] ['整租·高速时代广场公寓 3室1厅 南', '滨湖新区-烟墩-高速时代广场公寓', '100.00', '3', 2500, 2500]
[9613, 9633] ['整租·高速时代广场公寓 3室1厅 南', '滨湖新区-烟墩-高速时代广场公寓', '100.00', '3', 2500, 2500]
[9614, 9626] ['整租·滨湖宝文中心 1室1厅 南', '滨湖新区-环湖CBD-滨湖宝文中心', '49.20', '1', 1700, 1700]
[9614, 9633] ['整租·滨湖宝文中心 1室1厅 南', '滨湖新区-环湖CBD-滨湖宝文中心', '49.20', '1', 1700, 1700]
[9615, 9624] ['整租·万达银座 1室1厅 南', '滨湖新区-环湖CBD-万达银座', '54.00', '1', 1550, 1550]
[9615, 9625] ['整租·万达银座 1室1厅 南', '滨湖新区-环湖CBD-万达银座', '54.00', '1', 1550, 1550]
[9615, 9630] ['整租·万达银座 1室1厅 南', '滨湖新区-环湖CBD-万达银座', '54.00', '1', 1550, 1550]
[9615, 9630] ['整租·万达银座 1室1厅 南', '滨湖新区-环湖CBD-万达银座', '54.00', '1', 1550, 1550]
[9616, 9624] ['整租·万达揽湖苑 3室2厅 南', '滨湖新区-环湖CBD-万达揽湖苑', '103.00', '3', 2200, 2200]
[9616, 9628] ['整租·万达揽湖苑 3室2厅 南', '滨湖新区-环湖CBD-万达揽湖苑', '103.00', '3', 2200, 2200]
[9620, 9628] ['整租·滨湖金茂悦 4室2厅 南', '滨湖新区-方兴-滨湖金茂悦', '127.99', '4', 4700, 4700]
[9631, 9658] ['整租·蓝鼎滨湖假日翰林园 1室1厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日翰林园', '64.39', '1', 1800, 1800]
[9633, 9654] ['整租·蓝鼎滨湖假日清华园 3室2厅 南', '滨湖新区-滨湖世纪-蓝鼎滨湖假日清华园', '87.00', '3', 1850, 1850]
[9665, 9686] ['整租·合肥云谷智慧金融城 3室2厅 南', '滨湖新区-烟墩-合肥云谷智慧金融城', '115.30', '3', 2800, 2800]
[9666, 9694] ['整租·华冶水晶公馆 2室2厅 南', '滨湖新区-烟墩-华冶水晶公馆', '124.90', '2', 2100, 2100]
[9667, 9693] ['整租·文一塘溪津门 1室1厅 南/北', '滨湖新区-烟墩-文一塘溪津门', '150.00', '1', 3500, 3500]
[9673, 9692] ['整租·中铁滨湖名邸 2室1厅 南', '滨湖新区-烟墩-中铁滨湖名邸', '86.20', '2', 1900, 1900]
[9674, 9691] ['整租·滨湖向上城 2室1厅 南', '滨湖新区-烟墩-滨湖向上城', '51.52', '2', 1900, 1900]
[9675, 9676] ['整租·金鹏壹品天成 3室2厅 南', '滨湖新区-烟墩-金鹏壹品天成', '103.75', '3', 2100, 2100]
[9677, 9684] ['整租·蓝鼎观湖苑 3室2厅 南/北', '滨湖新区-滨湖世纪-蓝鼎观湖苑', '111.00', '3', 2800, 2800]
[9678, 9686] ['整租·高速时代公馆 1室1厅 南', '滨湖新区-烟墩-高速时代公馆', '55.00', '1', 1800, 1800]
[9679, 9687] ['整租·保利和盛公馆 3室2厅 南', '滨湖新区-烟墩-保利和盛公馆', '92.34', '3', 2100, 2100]
[9680, 9686] ['整租·保利和盛公馆 3室2厅 南', '滨湖新区-烟墩-保利和盛公馆', '109.00', '3', 2500, 2500]
[9695, 10586] ['整租·世茂翡翠首府 3室2厅 南/北', '经开-芙蓉-世茂翡翠首府', '97.06', '3', 1900, 1900]
[9697, 10149] ['整租·禹洲翡翠湖郡 3室2厅 南/北', '经开-芙蓉-禹洲翡翠湖郡', '123.49', '3', 2850, 2850]
[9697, 10254] ['整租·禹洲翡翠湖郡 3室2厅 南/北', '经开-芙蓉-禹洲翡翠湖郡', '123.49', '3', 2850, 2850]
[9701, 10646] ['整租·报业园 2室1厅 南', '经开-芙蓉-报业园', '74.88', '2', 1900, 1900]
[9705, 9978] ['整租·莲花新村 3室2厅 南', '经开-莲花-莲花新村', '90.00', '3', 2000, 2000]
[9707, 10076] ['整租·东海星城 1室1厅 南', '经开-莲花-东海星城', '43.69', '1', 1560, 1560]
[9707, 10518] ['整租·东海星城 1室1厅 南', '经开-莲花-东海星城', '43.69', '1', 1560, 1560]
[9709, 9956] ['整租·融创城创颐园 3室2厅 南/北', '经开-芙蓉-融创城创颐园', '108.05', '3', 3700, 3700]
[9709, 10283] ['整租·融创城创颐园 3室2厅 南/北', '经开-芙蓉-融创城创颐园', '108.05', '3', 3700, 3700]
[9712, 10772] ['整租·国耀花半里 2室1厅 南', '经开-芙蓉-国耀花半里', '72.72', '2', 2200, 2200]
[9713, 10715] ['整租·南郡明珠 2室1厅 南', '经开-锦绣-南郡明珠', '70.37', '2', 1600, 1600]
[9713, 10735] ['整租·南郡明珠 2室1厅 南', '经开-锦绣-南郡明珠', '70.37', '2', 1600, 1600]
[9719, 10072] ['整租·中环云邸 3室1厅 南', '经开-芙蓉-中环云邸', '87.67', '3', 2600, 2600]
[9719, 10512] ['整租·中环云邸 3室1厅 南', '经开-芙蓉-中环云邸', '87.67', '3', 2600, 2600]
[9721, 10077] ['整租·碧湖蓝庭 4室2厅 南', '经开-芙蓉-碧湖蓝庭', '152.40', '4', 3300, 3300]
[9721, 10516] ['整租·碧湖蓝庭 4室2厅 南', '经开-芙蓉-碧湖蓝庭', '152.40', '4', 3300, 3300]
[9723, 10742] ['整租·国耀花半里 2室2厅 南', '经开-芙蓉-国耀花半里', '72.93', '2', 2300, 2300]
[9727, 10720] ['整租·百乐门悦府 2室2厅 南', '经开-莲花-百乐门悦府', '89.00', '2', 2100, 2100]
[9727, 10733] ['整租·百乐门悦府 2室2厅 南', '经开-莲花-百乐门悦府', '89.00', '2', 2100, 2100]
[9735, 10735] ['整租·华地润园 3室2厅 南', '经开-莲花-华地润园', '89.00', '3', 2800, 2800]
[9738, 9958] ['整租·明珠湖畔 2室2厅 东/南', '经开-芙蓉-明珠湖畔', '82.16', '2', 2200, 2200]
[9738, 10282] ['整租·明珠湖畔 2室2厅 东/南', '经开-芙蓉-明珠湖畔', '82.16', '2', 2200, 2200]
[9739, 10060] ['整租·钻界公寓 1室1厅 北', '经开-芙蓉-钻界公寓', '53.50', '1', 1600, 1600]
[9739, 10497] ['整租·钻界公寓 1室1厅 北', '经开-芙蓉-钻界公寓', '53.50', '1', 1600, 1600]
[9741, 10665] ['整租·丹霞柠檬郡 1室1厅 北', '经开-芙蓉-丹霞柠檬郡', '47.73', '1', 1800, 1800]
[9741, 10699] ['整租·丹霞柠檬郡 1室1厅 北', '经开-芙蓉-丹霞柠檬郡', '47.73', '1', 1800, 1800]
[9742, 10148] ['整租·莲花苑 2室2厅 南/北', '经开-莲花-莲花苑', '60.00', '2', 2000, 2000]
[9742, 10252] ['整租·莲花苑 2室2厅 南/北', '经开-莲花-莲花苑', '60.00', '2', 2000, 2000]
[9743, 10080] ['整租·蓬莱花园 1室1厅 东南', '经开-锦绣-蓬莱花园', '20.00', '1', 1000, 1000]
[9745, 10098] ['整租·金大地时代天街 1室1厅 南', '经开-莲花-金大地时代天街', '46.25', '1', 2070, 2070]
[9747, 10672] ['整租·翰林府邸 2室2厅 南', '经开-芙蓉-翰林府邸', '87.12', '2', 2300, 2300]
[9749, 10714] ['整租·融创城创泽园 4室2厅 南', '经开-芙蓉-融创城创泽园', '136.16', '4', 3500, 3500]
[9749, 10725] ['整租·融创城创泽园 4室2厅 南', '经开-芙蓉-融创城创泽园', '136.16', '4', 3500, 3500]
[9751, 10548] ['整租·铂爵公馆 2室2厅 南', '经开-芙蓉-铂爵公馆', '91.70', '2', 2100, 2100]
[9755, 10165] ['整租·融科城融和园 2室2厅 南', '经开-芙蓉-融科城融和园', '80.69', '2', 2200, 2200]
[9757, 10735] ['整租·融科城融和园 3室2厅 南', '经开-芙蓉-融科城融和园', '95.67', '3', 2600, 2600]
[9759, 10040] ['整租·东海星城 1室0厅 南', '经开-莲花-东海星城', '47.64', '1', 1550, 1550]
[9759, 10286] ['整租·东海星城 1室0厅 南', '经开-莲花-东海星城', '47.64', '1', 1550, 1550]
[9761, 10131] ['整租·汇峰苹果小镇 3室2厅 南/北', '经开-莲花-汇峰苹果小镇', '87.93', '3', 2100, 2100]
[9763, 10680] ['整租·汇峰苹果小镇 3室2厅 南', '经开-莲花-汇峰苹果小镇', '89.22', '3', 2400, 2400]
[9763, 10706] ['整租·汇峰苹果小镇 3室2厅 南', '经开-莲花-汇峰苹果小镇', '89.22', '3', 2400, 2400]
[9765, 9940] ['整租·福禄园 3室1厅 南', '经开-海恒-福禄园', '100.00', '3', 1500, 1500]
[9765, 10152] ['整租·福禄园 3室1厅 南', '经开-海恒-福禄园', '100.00', '3', 1500, 1500]
[9765, 10254] ['整租·福禄园 3室1厅 南', '经开-海恒-福禄园', '100.00', '3', 1500, 1500]
[9769, 10178] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10361] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10435] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10512] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10656] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10657] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10669] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9769, 10672] ['整租·民悦花园 2室1厅 南', '经开-海恒-民悦花园', '62.00', '2', 2000, 2000]
[9771, 9939] ['整租·福禄园 3室2厅 南', '经开-海恒-福禄园', '120.00', '3', 1400, 1400]
[9771, 10150] ['整租·福禄园 3室2厅 南', '经开-海恒-福禄园', '120.00', '3', 1400, 1400]
